ID	Gender	Age	Event_help_in1year	Ask_or_accept	Closeness_with_helper	Willingness_to_accept	Self_Benefit	Benefactor_Cost	Predicted_help_rate	Gratitude	Indebtedness	Guilt	Obligation	Pressure	Need_to_repay	Second_order_belief_Need_Repay	Need_to_Repay_relative_to_benefit	Need_to_Repay_relative_to_cost	E2_Need_to_Repay_relative_to_benefit	E2_Need_to_Repay_relative_to_cost	Perceived_care	Benefactor_Selfishness	Desire_to_repay	Desire_to_Repay_immedately	Way_to_repay_money	Way_to_repay_future_help	Way_to_repay_thanks	Way_to_repay_cooperation	Way_to_repay_be_friend	Way_to_repay_gift	Way_to_repay_other	Already_monetary_repay	Already_future_help	Already_thanks	Already_cooperation	Already_be_friend	Already_gift	Already_other	Willingness_for_future_interaction	Whether_reject
5454	1	19	1	1	60	0	57	77	78	78	41	9	40	63	63	63	64	63	61	59	82	79	58	60	0	0	0	1	1	0	0	0	1	1	0	0	0	0	60	0
5455	1	18	1	2	60	90	78	75	88	94	16	9	14	14	81	6	63	80	21	21	94	31	86	56	0	1	1	0	1	0	0	0	1	1	0	1	0	0	98	0
5456	1	18	1	1	51	87	86	11	82	96	69	80	49	21	85	42	56	67	61	57	94	95	85	68	0	0	1	0	1	0	0	0	0	1	0	1	0	0	70	0
5457	1	18	1	2	0	93	66	16	22	71	21	29	11	0	50	20	80	60	0	30	86	0	62	10	0	1	0	1	1	0	0	0	0	1	1	1	0	0	86	0
5462	1	18	1	1	70	84	53	9	91	35	0	0	0	0	5	5	50	50	50	50	56	36	40	23	0	1	0	1	0	0	0	0	1	0	0	0	0	0	55	0
5464	2	19	1	1	80	80	97	20	90	82	15	17	0	0	80	58	61	58	56	61	98	1	79	83	0	1	0	0	0	0	0	0	1	0	1	0	0	0	77	0
5465	2	18	1	1	88	85	85	85	90	100	90	50	0	0	100	50	60	60	45	45	90	90	100	100	0	1	1	0	1	1	0	0	1	1	0	1	1	0	100	0
5466	2	20	1	2	0	75	100	80	50	100	91	0	0	0	81	0	80	80	10	18	0	0	70	70	0	0	1	0	0	0	0	0	0	1	0	0	0	0	61	0
5467	2	18	1	2	54	100	100	54	100	100	58	8	58	13	22	19	35	24	24	30	99	5	10	30	0	1	1	1	1	0	0	0	1	1	0	0	0	0	53	0
5471	1	17	1	2	65	90	87	57	91	89	65	17	0	7	70	50	59	55	43	54	96	14	71	13	0	1	1	1	0	0	0	0	0	1	1	1	0	0	87	0
5472	1	20	1	1	87	77	81	61	69	51	31	20	6	10	63	62	76	51	58	48	60	60	77	66	0	1	1	1	1	0	0	1	1	1	1	1	1	0	54	0
5474	1	19	1	1	0	83	100	97	50	100	35	25	0	0	68	0	60	60	0	0	90	36	80	23	0	0	1	0	1	1	0	0	0	1	0	1	0	0	100	0
5479	1	19	1	1	60	80	62	21	96	88	68	32	0	10	19	21	93	60	23	20	97	66	64	23	0	1	0	0	1	0	1	0	0	1	0	1	0	0	73	0
5480	2	18	1	1	13	100	100	100	100	100	55	20	0	20	80	60	80	80	25	25	80	20	60	50	0	0	0	0	0	0	1	0	0	1	0	0	0	0	20	0
5482	2	18	1	1	38	84	79	59	78	60	81	42	54	55	65	53	58	63	53	100	64	68	59	70	0	0	0	1	1	0	0	0	0	0	1	1	0	0	64	0
5484	1	18	1	2	80	61	60	60	80	80	41	40	40	40	61	50	50	60	40	40	60	30	50	60	1	1	0	0	0	1	0	0	0	1	0	0	0	0	51	0
5485	2	18	1	2	90	51	81	80	79	100	62	57	0	0	84	13	93	94	11	14	89	3	89	92	0	1	1	0	1	1	0	0	1	1	0	1	0	0	100	0
5486	1	19	1	1	0	100	90	87	74	44	35	17	0	0	11	0	27	29	24	43	47	24	41	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	19	0
5489	2	18	1	1	100	100	100	80	100	100	10	10	8	10	100	10	100	21	21	36	100	10	100	100	0	1	0	0	1	0	1	0	1	1	0	1	0	1	100	0
5492	2	18	1	2	0	56	64	27	25	76	28	36	19	22	30	37	67	62	26	25	62	37	46	40	0	0	1	0	1	0	0	0	1	1	0	0	0	0	21	0
5493	1	19	1	1	70	11	89	82	77	79	17	20	16	14	27	31	75	66	41	40	22	16	52	23	0	1	1	1	0	0	0	0	1	1	1	1	0	0	27	0
5495	1	18	1	1	100	100	100	50	50	95	50	50	50	100	50	50	50	50	100	88	50	50	50	50	0	0	1	0	0	0	0	0	1	0	0	0	1	0	50	0
5496	2	18	1	1	80	100	92	93	71	100	40	21	0	0	100	50	100	100	40	50	90	0	100	100	0	1	1	0	0	0	0	0	1	1	0	0	0	0	100	0
5497	1	19	1	2	4	69	20	21	31	61	21	2	51	49	3	21	10	2	61	29	48	2	79	79	0	0	1	0	0	0	0	0	0	1	0	0	0	0	50	0
5499	1	19	1	1	0	100	25	20	45	67	7	0	8	9	47	44	49	55	44	40	74	51	25	14	0	1	0	1	1	0	0	0	0	1	0	1	0	0	94	0
5501	2	18	1	1	1	82	73	16	92	75	89	86	12	21	86	84	77	82	92	89	81	15	100	82	1	0	0	0	0	1	0	1	0	1	0	0	0	0	90	0
5502	2	18	1	1	80	99	64	86	63	66	24	27	0	0	64	11	86	80	20	11	0	43	75	35	0	1	0	0	1	0	0	0	1	0	0	1	0	0	87	0
5504	1	15	1	1	100	83	84	43	100	81	45	17	28	39	81	54	67	74	51	58	65	58	51	51	0	0	0	0	1	0	0	0	1	0	0	1	0	0	87	0
5505	1	18	1	2	85	94	100	87	82	97	0	19	0	0	79	64	50	50	50	50	91	0	88	91	0	1	1	0	1	0	0	0	0	1	0	1	0	0	90	0
5509	1	17	1	1	60	54	43	47	95	100	8	0	0	3	2	82	53	55	51	55	59	39	4	8	0	1	1	0	1	0	0	0	1	1	0	1	0	0	9	0
5511	1	18	1	1	100	100	100	100	100	100	0	0	0	98	10	10	100	100	100	100	100	100	100	98	0	1	0	0	0	0	0	0	1	0	0	0	0	0	100	0
5512	1	17	1	1	70	61	60	20	80	37	31	10	0	10	30	20	50	50	50	50	80	20	50	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	10	0
5513	1	19	1	1	92	81	72	59	100	39	22	13	8	60	67	53	81	81	21	24	90	14	61	10	0	1	0	0	0	0	0	0	1	0	0	0	0	0	44	0
5514	1	18	1	1	24	75	80	38	55	77	33	29	0	6	67	5	69	56	28	59	90	27	60	10	0	0	1	0	1	0	0	0	1	1	0	1	0	0	38	0
5515	1	20	1	1	60	65	63	64	61	78	40	35	11	12	44	12	53	32	31	38	50	32	57	25	0	1	0	0	0	0	0	0	0	1	0	0	0	0	59	0
5516	1	18	1	1	100	100	100	100	100	100	93	100	97	100	88	91	87	97	98	99	88	95	97	97	0	0	0	0	0	1	0	0	0	0	0	0	1	0	94	0
5524	2	18	1	1	90	100	81	1	94	95	5	0	0	0	80	50	60	65	50	50	80	0	100	50	0	1	1	0	1	0	0	0	1	1	0	1	0	0	95	0
5526	1	18	1	2	90	80	81	80	70	71	54	22	0	10	15	11	16	13	10	33	59	44	51	11	0	1	0	0	0	0	0	0	1	0	1	0	0	0	66	0
5527	2	19	1	2	64	84	82	60	100	79	13	8	3	0	64	61	53	50	50	54	67	75	67	54	0	1	1	0	0	0	0	0	1	1	0	0	0	0	56	0
5528	1	18	1	1	100	100	90	90	100	100	90	21	0	0	100	80	90	90	90	91	81	20	100	100	0	1	0	0	0	0	0	0	1	1	0	0	0	0	100	0
5529	1	20	1	1	57	62	65	68	67	69	66	67	69	61	57	49	66	62	62	57	68	62	69	67	0	0	1	1	0	0	0	0	0	1	1	0	0	0	55	0
5533	2	18	1	1	68	90	66	63	72	82	2	5	7	7	50	6	80	63	40	37	44	4	71	63	0	1	1	0	1	0	0	0	0	1	0	0	0	0	88	0
5534	1	20	1	1	79	100	60	3	99	76	16	11	77	78	75	88	72	84	73	65	7	6	100	95	0	1	1	0	1	0	0	0	1	1	0	1	0	0	75	0
5536	2	18	1	1	59	81	83	82	100	0	0	0	0	0	0	0	0	0	0	0	44	100	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	58	0
5537	1	18	1	1	63	100	84	63	79	85	5	6	5	5	74	12	83	89	50	50	8	14	100	9	0	1	1	1	0	0	0	0	0	1	0	0	0	0	72	0
5538	2	17	1	1	84	100	100	100	100	100	11	9	0	0	19	0	74	75	0	0	100	0	50	33	0	1	1	0	0	0	0	0	0	1	0	0	0	0	50	0
5539	1	18	1	1	69	58	60	64	100	91	3	54	94	50	30	17	50	51	39	33	46	59	51	77	1	1	1	0	0	0	0	1	1	1	0	0	0	0	73	0
5540	2	17	1	1	84	100	88	49	100	100	82	41	4	4	100	43	51	88	36	51	100	70	71	78	0	0	0	0	1	0	0	0	0	0	0	1	0	0	100	0
5541	1	18	1	1	86	100	83	76	71	80	0	100	8	9	51	9	10	10	50	5	8	0	11	11	0	0	0	0	0	0	1	0	0	0	0	0	0	1	85	0
5545	2	18	1	2	0	100	78	1	83	100	0	2	0	0	0	0	50	49	39	39	0	0	100	100	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0
5546	2	19	1	1	59	54	50	41	43	54	55	52	46	34	34	46	59	54	41	46	23	46	43	44	0	0	0	0	1	1	0	0	0	0	0	1	1	0	28	0
5547	1	18	1	1	70	100	100	60	100	84	50	0	25	22	80	44	85	83	43	60	81	92	89	42	0	1	1	1	1	0	0	0	1	1	1	1	0	0	70	0
5548	1	18	1	1	100	59	72	52	100	75	100	0	6	9	57	43	86	67	17	11	100	15	100	59	0	1	1	0	0	0	0	0	1	0	0	1	0	0	100	0
5550	1	18	1	2	0	100	10	5	53	46	34	35	25	35	46	0	50	49	50	49	0	0	56	54	0	0	0	0	1	0	0	0	0	1	0	0	0	0	56	0
5551	2	18	1	1	44	67	79	43	50	48	0	13	5	9	56	25	47	34	39	35	41	49	47	52	0	1	0	0	0	1	0	0	0	0	1	1	1	0	34	0
5556	1	18	1	1	80	100	62	39	39	58	0	0	1	2	0	2	57	58	52	50	62	11	4	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	100	0
5561	1	18	1	2	0	100	100	100	100	100	39	39	0	12	90	100	80	56	50	50	100	0	79	9	0	0	0	0	0	0	1	0	0	0	0	0	0	1	42	0
5563	2	18	1	2	81	50	80	78	80	80	10	10	0	0	80	0	80	80	30	30	0	0	80	40	0	1	0	0	1	0	0	0	1	0	0	1	0	0	80	0
5564	2	17	1	2	0	100	50	10	50	50	50	0	0	0	0	0	50	50	50	50	50	0	50	50	0	0	1	0	0	0	0	0	0	1	0	0	0	0	50	0
5566	2	19	1	1	68	80	50	30	50	40	30	20	10	18	19	20	50	30	20	15	30	20	80	50	0	1	0	0	1	0	0	0	1	0	0	0	0	0	40	0
5567	2	19	1	2	12	51	26	24	24	95	0	16	0	0	60	0	66	14	82	57	36	89	0	64	0	0	1	0	0	0	0	0	0	1	0	0	0	0	36	0
5568	1	18	1	2	92	91	82	85	96	91	85	89	88	92	100	89	100	84	97	83	80	86	86	83	0	1	0	1	0	0	0	0	1	1	0	0	0	0	93	0
5572	1	20	1	2	70	100	5	5	100	30	30	0	0	0	30	30	50	50	50	50	0	0	50	50	0	1	1	0	0	0	0	0	0	0	0	0	0	1	50	0
5573	1	17	1	1	42	78	68	58	49	83	15	15	20	14	14	42	62	59	59	54	66	36	61	59	0	1	0	0	0	0	0	0	0	1	0	0	0	0	70	0
5576	2	19	1	2	61	81	85	61	60	83	61	63	31	39	61	61	40	42	42	47	62	55	50	63	0	0	0	0	0	0	1	0	0	1	0	0	0	0	40	0
5577	1	18	1	2	59	40	67	50	100	60	40	25	0	20	59	20	51	60	21	20	79	0	81	51	0	1	0	0	1	0	0	0	0	1	0	1	0	0	60	0
5578	2	18	1	1	90	100	90	80	100	100	50	50	0	0	0	20	67	72	50	50	85	0	92	32	0	1	0	0	0	0	0	0	1	1	0	0	0	0	72	0
5580	2	18	1	2	0	100	90	5	50	90	0	0	0	0	0	50	80	80	80	50	90	0	90	80	0	1	1	0	0	0	0	0	0	1	0	0	0	0	60	0
5581	2	18	1	2	80	80	80	80	80	80	10	10	0	0	80	0	80	80	30	38	80	0	80	80	0	1	0	0	1	0	0	0	1	0	0	1	0	0	80	0
5582	1	18	1	1	100	100	100	100	100	45	10	3	5	57	100	100	100	100	100	100	100	4	100	18	0	1	0	0	0	0	0	0	0	1	0	0	0	0	26	0
5584	1	19	1	1	100	63	79	100	80	100	44	43	22	27	100	53	100	81	50	54	83	95	100	60	0	1	0	0	1	0	0	0	0	1	0	1	0	0	83	0
5585	1	20	1	1	77	70	68	56	93	87	34	17	8	46	57	34	74	79	50	51	77	18	83	70	0	1	0	1	1	0	0	0	1	0	0	1	0	0	79	0
5588	1	19	1	1	82	77	83	61	55	83	30	27	19	18	61	24	74	75	62	81	55	52	48	59	0	1	0	0	0	0	0	0	0	1	0	0	0	0	45	0
5590	1	17	1	1	100	100	100	100	100	100	47	22	10	4	100	100	100	100	100	99	100	100	97	100	0	1	0	0	0	0	0	0	0	0	0	0	0	1	100	0
5591	1	19	1	1	93	83	88	85	80	82	61	61	22	29	66	67	83	89	52	51	52	21	79	64	1	1	1	1	1	1	0	0	0	1	0	1	1	0	100	0
5594	2	18	1	2	56	100	60	48	100	80	20	0	0	0	0	0	66	64	66	66	100	0	56	8	0	1	1	0	1	0	0	0	0	1	0	0	0	0	100	0
5595	1	19	1	1	0	60	41	5	87	92	69	27	15	60	8	17	56	30	37	17	18	19	40	41	0	1	0	0	0	0	0	0	0	1	0	0	0	0	40	0
5596	2	19	1	1	12	100	100	25	100	100	80	25	6	15	38	61	88	80	62	58	76	14	100	60	0	1	1	1	1	0	0	0	1	1	0	0	0	0	95	0
5597	1	17	1	1	100	100	92	29	100	68	0	0	0	2	25	1	8	61	0	0	22	13	14	14	1	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0
5600	1	18	1	2	5	46	34	29	59	45	46	49	11	7	32	41	54	62	57	54	52	53	56	52	1	1	1	1	1	1	0	1	1	1	1	1	1	0	55	0
5601	1	17	1	1	48	52	55	57	53	47	47	56	46	48	58	61	52	57	53	56	51	59	52	54	0	0	1	0	0	0	0	0	0	1	0	0	0	0	52	0
5602	1	18	1	1	60	100	100	60	90	100	40	20	0	0	50	50	60	50	50	50	60	0	81	60	0	1	0	0	0	0	0	0	1	0	0	0	0	0	100	0
5603	2	19	1	1	91	98	99	87	84	98	91	76	74	79	78	82	92	86	91	88	91	90	92	93	0	0	1	0	1	0	0	0	1	1	0	0	0	0	82	0
5604	1	19	1	2	0	100	100	3	10	100	0	0	0	0	50	50	50	50	50	50	100	0	50	50	0	1	1	0	1	0	0	0	0	0	0	0	0	1	50	0
5608	1	18	1	1	77	81	86	91	87	80	100	46	12	24	89	67	86	79	77	73	76	22	100	76	0	1	1	0	1	0	0	0	1	0	0	1	0	0	100	0
5609	2	17	1	2	57	55	71	79	58	61	51	55	54	48	49	56	58	45	54	56	54	67	47	58	0	0	0	0	0	1	0	0	0	0	0	1	0	0	49	0
5611	1	19	1	2	0	100	80	50	80	95	50	0	0	0	50	50	50	50	50	50	100	0	50	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	80	0
5612	1	18	1	2	0	50	30	20	15	30	5	10	0	5	5	40	26	25	35	35	25	5	15	40	0	0	1	0	0	0	0	0	0	0	0	0	0	1	40	0
5613	2	18	1	1	73	100	96	85	78	67	90	78	45	44	82	46	82	89	48	40	73	62	82	10	0	1	1	0	1	0	0	0	0	1	0	0	0	0	100	0
5614	2	18	1	1	70	82	60	80	76	100	0	0	0	10	81	79	60	60	50	52	80	60	80	70	0	1	0	1	1	0	0	0	1	0	0	1	0	0	79	0
5615	1	20	1	1	63	81	20	13	100	22	8	6	6	15	81	6	27	31	30	23	67	13	61	27	0	1	0	0	0	0	0	0	1	0	0	1	0	0	77	0
5620	2	17	1	1	0	100	100	25	50	100	30	3	0	0	0	10	30	50	0	8	69	0	50	70	0	1	1	0	0	0	0	0	0	1	0	0	0	0	100	0
5621	2	18	1	1	83	100	92	100	89	100	87	74	16	22	75	77	85	75	56	69	87	46	84	84	0	1	1	1	0	1	0	1	0	0	1	0	1	0	74	0
5624	1	17	1	1	58	100	48	50	100	75	4	0	0	4	49	50	50	50	50	50	8	6	9	8	0	1	1	0	0	0	0	0	0	1	0	0	0	0	50	0
5625	1	18	1	1	90	86	62	48	65	85	28	9	9	0	23	20	57	64	50	41	20	41	42	9	0	1	0	0	0	0	0	0	1	0	0	1	0	0	41	0
5626	1	19	1	1	22	90	77	71	59	95	100	86	17	35	19	0	80	77	20	26	82	46	77	71	0	0	0	0	1	0	0	0	0	0	0	1	0	0	96	0
5627	2	17	1	2	60	91	83	81	40	93	62	21	22	19	62	81	81	82	63	66	83	52	92	66	0	1	0	1	1	0	0	0	0	1	0	1	0	0	83	0
5628	2	18	1	2	43	27	15	58	15	22	15	27	20	27	27	21	27	52	18	14	74	31	36	24	0	1	0	0	0	0	0	1	0	0	0	0	1	0	25	0
5629	2	18	1	1	84	93	91	86	80	94	20	11	11	13	85	81	66	75	50	50	100	12	94	68	0	1	0	0	1	0	0	0	1	0	0	1	0	0	96	0
5630	1	18	1	1	42	78	85	42	79	75	56	5	1	0	16	10	61	11	48	10	80	50	38	38	0	0	0	1	1	0	0	0	0	1	0	0	0	0	80	0
5631	1	19	1	2	95	80	79	51	26	81	14	0	51	87	0	93	51	53	68	81	78	56	0	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	50	0
5633	1	19	1	2	54	81	82	76	38	81	59	28	100	33	82	24	81	78	31	30	82	53	84	79	0	1	1	0	0	0	0	0	0	1	0	0	0	0	79	0
5634	1	18	1	1	82	81	63	50	99	99	90	72	24	18	82	83	80	91	63	50	80	60	90	80	0	1	1	1	1	0	0	0	1	1	1	1	0	0	80	0
5635	2	19	1	1	51	65	78	24	100	76	24	46	22	37	79	22	65	65	70	69	64	64	28	16	1	0	0	0	0	0	0	0	1	1	1	0	0	0	51	0
5636	2	18	1	1	76	100	100	90	100	100	77	70	0	0	41	0	100	100	0	0	83	0	100	100	0	1	0	1	1	0	0	0	0	1	1	1	0	0	100	0
5637	2	18	1	1	84	100	100	86	93	100	42	24	0	0	100	83	83	82	88	82	82	26	100	87	1	1	0	0	1	0	0	1	1	0	0	1	0	0	100	0
5638	1	18	1	1	64	100	26	21	100	57	0	5	0	0	41	8	75	56	20	23	49	62	39	100	0	1	0	0	0	0	0	0	0	1	0	0	0	0	100	0
5639	2	18	1	1	60	63	84	67	100	90	20	0	21	100	75	52	84	81	54	60	78	9	90	52	0	1	1	0	1	0	0	0	0	0	0	0	0	1	79	0
5640	1	19	1	1	75	100	78	20	60	62	65	63	0	0	9	40	60	50	30	30	50	50	80	40	0	1	1	1	1	1	0	0	0	1	1	1	1	0	71	0
5642	2	17	1	1	100	100	100	100	100	100	44	25	1	2	2	21	100	3	5	6	24	74	65	43	0	1	1	1	1	1	0	0	1	1	1	1	0	0	100	0
5645	1	18	1	2	96	96	100	100	100	100	12	0	0	9	26	11	69	50	50	50	51	50	50	50	0	1	0	0	1	0	0	0	0	0	1	1	1	0	50	0
5648	1	18	1	1	80	100	100	100	100	99	0	0	0	0	100	100	100	100	57	50	100	0	95	48	0	1	1	0	0	0	0	0	1	1	0	0	0	0	100	0
5649	1	19	1	1	83	86	70	80	100	0	0	0	0	0	0	0	100	100	0	0	0	0	100	53	0	1	1	1	1	1	0	1	1	1	1	1	1	0	100	0
5650	1	18	1	1	0	100	100	0	80	100	0	0	0	0	0	0	0	50	0	0	100	0	100	100	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
5652	1	19	1	2	0	62	51	50	21	83	49	52	0	0	82	10	50	51	0	12	10	0	60	51	1	1	0	0	0	0	0	0	1	0	0	0	0	0	42	0
5654	1	18	1	1	100	100	100	100	100	100	100	0	0	0	100	0	100	100	0	0	100	0	100	100	0	1	0	1	1	0	0	0	1	0	1	1	0	0	100	0
5657	1	18	1	2	0	100	19	11	58	74	26	17	31	0	47	11	9	11	37	38	0	0	67	25	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
5658	1	19	1	1	0	65	48	40	84	66	81	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
5659	1	19	1	1	96	91	86	66	81	74	30	20	15	11	30	20	46	49	72	49	100	95	60	31	0	1	0	0	0	0	0	0	1	0	0	0	0	0	84	0
5660	1	19	1	2	0	100	33	3	50	50	0	0	0	0	0	0	10	3	3	3	50	0	50	33	0	1	1	0	1	0	0	0	0	1	0	0	0	0	33	0
5664	1	17	1	2	100	52	59	80	83	65	72	63	67	72	70	78	70	64	68	70	70	60	57	62	0	1	0	0	0	0	0	0	0	0	0	1	0	0	65	0
5665	1	18	1	1	100	100	100	81	100	100	0	0	0	0	20	0	100	100	3	6	100	8	100	39	0	1	0	0	0	0	0	0	1	0	0	0	0	0	100	0
5668	1	17	1	1	70	100	85	95	75	100	20	0	0	10	100	100	50	60	50	50	80	50	100	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	100	0
5670	2	18	1	1	100	100	100	53	57	100	0	0	0	0	78	52	53	53	53	61	50	0	52	56	0	1	0	0	1	0	0	0	0	0	0	1	0	0	100	0
5671	1	18	1	1	81	93	91	76	87	91	17	9	0	0	74	54	75	73	50	29	82	50	76	38	0	1	0	0	0	0	0	0	1	0	0	0	0	0	100	0
5674	1	18	1	2	62	56	83	79	84	82	93	28	24	24	33	40	49	48	46	57	76	29	100	87	0	1	1	1	1	1	0	0	1	1	0	1	0	0	65	0
5677	1	18	1	1	63	81	66	25	84	83	17	31	26	11	18	66	45	61	62	62	61	61	54	50	0	0	1	1	1	0	0	0	1	1	0	1	0	0	52	0
5678	1	19	1	1	81	95	100	62	82	88	61	14	0	0	54	9	60	58	58	55	75	75	67	72	0	1	0	0	0	0	0	0	1	0	0	0	0	0	63	0
5679	2	19	1	2	55	53	65	19	100	62	20	10	0	18	22	8	70	87	1	3	25	4	23	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	67	0
5680	1	20	1	1	86	100	96	100	90	100	0	0	0	0	15	0	50	50	50	50	75	0	52	39	0	1	1	0	0	0	0	0	1	1	0	0	0	0	89	0
5681	1	20	1	2	14	90	62	35	62	79	40	37	37	42	9	61	57	49	50	58	60	0	15	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	57	0
5684	1	19	1	1	81	100	100	100	100	100	30	31	0	0	0	50	50	52	50	50	51	0	65	50	0	1	1	1	1	0	0	0	1	1	1	1	0	0	100	0
5686	1	18	1	1	88	80	82	75	91	88	56	61	21	26	51	60	50	50	50	58	58	33	76	76	0	1	1	0	0	0	0	0	0	1	0	1	0	0	69	0
5687	2	19	1	1	7	100	100	100	85	100	56	0	0	0	100	80	51	67	62	61	100	100	100	99	0	0	0	0	1	0	0	0	0	0	0	1	0	0	100	0
5688	1	19	1	2	0	100	84	100	60	100	0	0	0	0	70	0	100	80	43	48	0	0	100	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	80	0
5689	1	19	1	1	100	100	49	34	51	100	100	100	84	100	100	100	100	99	100	100	100	97	100	95	0	0	1	0	0	1	0	0	0	1	0	0	0	0	100	0
5690	2	19	1	1	65	86	82	83	80	100	69	21	64	47	82	36	59	85	45	50	60	43	62	43	0	1	0	1	1	1	0	0	0	1	0	1	0	0	82	0
5692	1	18	1	1	0	100	100	8	100	100	0	0	0	0	0	0	50	50	0	0	29	0	100	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5694	1	19	1	1	9	37	37	38	42	50	22	16	9	12	34	7	33	60	31	35	39	23	56	38	0	1	0	0	0	0	0	0	0	0	1	1	0	0	67	0
5696	1	19	1	1	78	78	24	24	78	24	24	5	1	2	24	24	64	65	65	66	4	3	35	36	0	1	1	0	1	0	0	0	1	1	0	1	0	0	34	0
5698	1	18	1	1	80	100	60	80	100	80	10	0	0	20	5	50	80	80	50	50	100	10	80	5	0	1	1	1	1	0	0	0	0	1	1	1	0	0	100	0
5700	1	18	1	1	89	89	80	79	93	83	0	0	0	0	0	53	50	50	51	50	81	83	49	55	0	1	0	0	0	0	0	0	1	0	0	0	0	0	79	0
5701	2	18	1	1	71	90	79	56	67	90	80	86	37	53	53	55	50	55	48	48	54	51	54	52	0	1	0	0	0	0	0	0	1	0	0	0	0	0	80	0
5702	2	18	1	1	90	100	80	60	100	80	0	0	0	0	60	50	60	60	55	55	100	20	90	50	0	1	0	0	0	0	0	0	1	1	0	0	0	0	100	0
5704	1	18	1	1	80	100	100	100	83	0	0	0	0	2	32	50	50	50	50	50	80	86	80	48	0	0	0	1	0	0	0	0	1	0	1	0	0	0	53	0
5705	1	18	1	1	94	100	96	100	100	86	0	18	0	18	60	0	60	44	47	50	100	15	69	50	0	0	0	0	0	1	0	0	1	0	0	0	0	0	100	0
5709	2	18	1	1	83	81	76	76	100	100	15	16	11	10	100	25	100	100	45	81	100	12	100	53	0	1	0	0	0	0	0	0	1	0	0	0	0	0	100	0
5712	1	19	1	1	53	59	70	23	85	81	79	0	22	34	79	43	85	15	37	22	100	36	76	80	0	1	1	0	0	1	0	1	0	1	0	0	0	0	8	0
5714	1	19	1	1	63	100	100	32	48	94	62	64	51	84	94	79	88	38	49	44	100	35	82	99	1	0	1	0	0	0	0	0	0	1	0	0	0	0	24	0
5716	1	20	1	2	80	14	54	33	38	59	8	12	72	57	29	15	17	45	21	23	60	83	43	55	0	1	0	0	0	0	0	0	0	1	0	0	0	0	29	0
5717	2	20	1	1	100	100	91	95	86	77	0	0	0	0	10	10	62	0	62	57	68	0	66	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	100	0
5718	1	17	1	2	9	50	80	100	51	85	20	14	60	50	60	97	62	57	44	54	75	76	96	86	0	0	0	0	1	0	0	0	0	1	0	0	0	0	52	0
5720	1	18	1	1	100	89	63	59	100	57	58	32	5	0	100	41	75	43	60	66	61	0	100	50	0	1	0	0	0	0	0	0	1	0	0	0	0	0	99	0
5721	1	19	1	1	71	88	85	89	87	88	81	80	82	82	82	80	82	84	82	79	86	78	80	90	0	1	1	1	1	1	0	0	1	1	1	1	1	0	95	0
5722	2	19	1	1	92	89	55	19	98	93	0	0	0	0	20	13	43	58	4	10	89	0	71	48	0	1	1	1	1	0	0	0	1	1	1	1	0	0	84	0
5723	1	18	1	1	100	100	100	100	100	100	0	0	0	0	100	0	100	100	100	0	100	0	100	100	0	0	1	0	1	1	0	0	0	1	0	1	1	0	100	0
5724	2	18	1	1	57	100	70	63	51	80	62	38	100	80	52	15	50	50	51	43	44	91	58	38	0	1	0	0	0	0	0	0	1	0	0	0	0	0	27	0
5725	1	18	1	2	100	50	50	50	100	40	20	10	0	0	51	45	51	40	30	50	90	20	20	30	0	1	0	0	0	0	0	0	1	0	0	0	0	0	100	0
5727	1	19	1	1	80	65	100	64	100	82	61	40	21	22	63	42	83	61	66	62	100	56	100	100	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5729	1	19	1	1	100	70	43	23	100	100	0	0	0	0	100	67	43	48	18	67	60	0	100	100	0	1	0	0	0	0	0	0	1	0	0	0	0	0	100	0
5730	1	19	1	2	61	36	83	12	52	78	2	12	24	34	42	35	36	56	52	30	85	34	22	28	0	1	0	0	1	0	0	0	0	1	0	0	0	0	27	0
5738	1	18	1	2	82	74	62	64	74	93	60	71	57	52	64	60	20	79	46	63	86	60	70	70	0	0	0	0	1	0	0	0	1	0	0	0	0	0	62	0
5739	1	20	1	1	45	80	80	40	78	100	0	0	0	21	28	25	79	100	85	40	84	22	79	52	0	1	0	0	0	0	0	0	1	0	0	1	0	0	82	0
